Time,VehicleID,X,Y,Speed,BroadcastFrequency,NeighborDensity,CommunicationConsistency,Label
0,0,375.1406497536782,949.7320366634035,9.91454627800606,8,3,0.5373956029379229,0.0
0,1,732.389744663036,598.5136327499747,4.713559092202838,8,6,0.45221794088980716,0.0
0,2,155.77914783113295,155.95316019112732,4.348162772135049,6,5,0.49836777273947974,1.0
0,3,57.95409206087657,866.8388800768888,7.987716646677971,9,7,0.6322642879195304,0.0
0,4,600.7189401951922,708.2056066780734,4.06723186227716,6,7,0.08534966807864386,0.0
0,5,21.516313975828567,969.9139686035626,9.376815930432082,11,6,0.7499604703991778,0.0
0,6,831.9363845904156,213.03377231653138,8.725714766587107,7,8,0.03654966784809488,0.0
0,7,181.79781099143716,183.46754770610252,4.860946246375165,9,4,0.44076274693822814,0.0
0,8,304.088270108112,524.8489676571546,7.757839610123476,6,5,0.8617856210135173,1.0
0,9,432.640145571892,291.03173366659263,7.7908858667621415,8,7,0.4087341710980964,0.0
0,10,611.6698728021396,139.36126519750727,1.9281148195233935,12,12,0.02709599250348349,0.0
0,11,291.63736026751127,365.87116364977544,9.1229761601161,12,6,0.10410858198457384,0.0
0,12,456.4027273987167,784.8193213955849,5.547271352030714,11,3,0.09944139275934516,0.0
0,13,199.24035352810495,514.6095412975245,8.438117194969674,9,9,0.20498429541582097,0.0
0,14,592.2540330325705,46.75800470076723,3.880446409275506,7,9,0.18143543508979731,0.0
0,15,607.6953183778344,170.38174954516893,9.059709056465804,8,10,0.3796924081672669,0.0
0,16,65.13290927155681,948.6766639448656,4.502815108607468,11,8,0.5520471808519802,1.0
0,17,965.6180123512374,808.3522317531318,1.0975388633226852,10,9,0.7998552559473152,0.0
0,18,304.4769332530249,96.79838204146671,9.148437787773373,8,12,0.6334782198261473,0.0
0,19,684.1448211177532,440.0211053805141,1.821580091075202,10,3,0.27230732651936895,0.0
0,20,121.66510101514396,495.49789413873225,3.873822738313734,5,8,0.274055220687206,1.0
0,21,34.492007143075426,909.609631910069,9.550557703457244,14,10,0.010995828658480478,0.0
0,22,258.0860363186485,663.2867571260799,9.555464322438006,14,5,0.6005168604336534,1.0
0,23,311.91443233212664,519.6680174983969,6.160940993109575,15,5,0.38313852824949746,1.0
0,24,546.7355781226361,184.24860994985445,6.686534909528193,5,8,0.24534910968132095,0.0
0,25,969.4731260923038,774.9199952829487,5.036009697804878,9,8,0.297121715623175,1.0
0,26,939.5472694927348,894.8099204039931,3.638896945282581,12,8,0.031183135061284672,0.0
0,27,597.7117879363082,921.9494983500199,3.957980908329244,11,5,0.7709122037458219,0.0
0,28,87.93759581878938,195.38358014596184,7.052666104693346,12,6,0.688402396427736,0.0
0,29,45.12599272744844,324.9361699982776,7.77137076493912,12,5,0.5902306668690871,0.0
0,30,388.45139419938636,270.6854170592553,8.124211393532637,15,8,0.9502373538208024,0.0
0,31,828.6499676282195,356.2428287258333,8.106563285150985,10,7,0.7322248864095612,0.0
0,32,281.0461503627097,542.7539074533826,1.8208549274382133,7,6,0.22120944181960223,1.0
0,33,141.4557619135553,802.680986139238,5.449782742323233,16,5,0.5679452305526295,0.0
0,34,74.6767883234675,986.7454399114024,1.5180288401497986,12,7,0.9243961953765304,0.0
0,35,772.8049291454457,199.2439819129846,5.94575994091362,10,7,0.8445493985350704,0.0
0,36,5.342166432506248,815.7886187352444,4.973774512360393,7,4,0.07695320162920916,0.0
0,37,707.2102450640687,728.7192844377715,8.989337644824698,12,7,0.31529033783061033,0.0
0,38,771.303189501668,74.28643078852772,4.158235112968708,8,2,0.8859777482361871,0.0
0,39,358.5133159458668,115.7593804724799,2.053603147848453,8,11,0.40193091360924216,1.0
0,40,863.0942212856289,623.3564459173833,2.2869251384755227,13,9,0.4213570022770702,0.0
0,41,331.2711999203891,63.148042549836255,7.85359568545725,5,8,0.28723899165408173,0.0
0,42,310.71491654104045,324.8336042765459,6.56396256984635,2,7,0.9877223897360315,0.0
0,43,729.578586171603,637.5132817264536,1.9101040851051123,12,7,0.9499611839502253,1.0
0,44,887.3133619955066,472.07064736981306,1.756961255034977,9,3,0.9447320222914103,0.0
0,45,119.54659527872876,713.4105656902238,7.30872218313208,11,7,0.5126885110165086,0.0
0,46,760.6959074856737,561.1701369487389,1.6548670572777417,7,7,0.7795844735667533,0.0
0,47,770.715488092297,493.05306030040396,8.396740533613206,6,4,0.7582384757040913,1.0
0,48,523.0212219737581,427.03181755313545,7.3561800444084655,13,4,0.22381761482262308,0.0
0,49,25.43193571226504,107.92362397094294,1.7321390257770979,11,5,0.8774608626303804,0.0
0,50,31.3465109734288,636.279738255111,1.7635394267667273,11,6,0.08698675991141014,0.0
0,51,314.1750890890565,508.3191298818613,9.87975620651058,7,5,0.4958757350787708,0.0
0,52,907.2004392701915,249.047756729055,4.368437161805083,12,9,0.8512069140487687,0.0
0,53,410.37871431806565,755.5343040797231,4.335779323602019,11,4,0.34780920790219305,0.0
0,54,229.094213335311,77.08922466299553,8.315196105317522,8,6,0.7974260216069281,0.0
0,55,290.05331117563503,161.88916207927758,9.525237196454729,14,8,0.837013328363672,0.0
0,56,930.087619363212,808.4761219054374,9.874009574405838,11,9,0.1586051052930737,1.0
0,57,633.9964221607536,872.0392087371062,7.780403667330475,6,5,0.7435082562916078,0.0
0,58,803.3744726646892,186.84900094413322,4.386336269778242,14,6,0.00638587171683358,1.0
0,59,892.4843976732958,539.3832015660001,1.7515064502880189,7,7,0.5399853797158555,0.0
0,60,807.8875900174935,895.4629152392749,7.994322243346931,13,5,0.9629920038589946,0.0
0,61,317.81291074699766,110.21175083802476,6.025638247622245,16,12,0.9372284872364511,0.0
0,62,228.11620915192373,426.69135658208205,4.817998083222786,8,5,0.0673506014687717,1.0
0,63,818.1652560169592,860.4483276468675,9.157189465852625,11,6,0.8715368061523763,0.0
0,64,7.141599731316253,510.93492661525323,2.000777340755362,12,4,0.7582631959290226,0.0
0,65,416.89435977632144,221.58849009755693,5.433625938617732,8,7,0.7704074178077932,0.0
0,66,119.9057723360724,337.6032463822849,1.1021828029067717,9,6,0.16362382119166918,0.0
0,67,943.2173639605588,323.4050566912112,5.217945777947136,7,10,0.6804993020747131,0.0
0,68,518.8371830637108,702.9506315841302,1.5067294811365362,17,6,0.4323348010426019,0.0
0,69,363.8132026979913,971.748860085061,2.0693612464126474,11,3,0.27421520234867003,0.0
0,70,962.646474609383,251.74498248552055,2.057736220993944,15,5,0.2131047040250833,0.0
0,71,496.6068260582979,301.0858777797867,6.842892719044572,9,6,0.47320990669155716,0.0
0,72,285.5628610199733,36.40175071606864,7.71440391338881,13,8,0.13124487768238757,0.0
0,73,608.9799618901013,503.20510987911786,6.250318885874437,11,6,0.4815223515125501,0.0
0,74,50.73942488859033,277.92235670031425,9.659552936270877,12,6,0.20052472670033672,0.0
0,75,908.2585331531604,239.18067500742964,4.373835215713337,11,7,0.7975591006371882,0.0
0,76,144.75941709836997,489.42077484704674,3.571408776536747,9,7,0.6000205481193037,0.0
0,77,985.2830555618383,242.39911786206977,8.817392153705143,5,5,0.9866625932671464,1.0
0,78,671.920160798512,761.6189454717374,3.0123625466750736,11,8,0.5596486834869141,0.0
0,79,236.6895385772214,727.8807593906523,9.669002854965502,10,5,0.35062693120918076,0.0
0,80,367.67956073321244,632.2123264104283,1.109390272208347,9,5,0.5675408482615582,0.0
0,81,633.8983682662664,536.3595602296808,9.728909440368751,7,4,0.10456784033440025,0.0
0,82,90.32765507592089,835.3598313880506,1.388439207555185,8,7,0.08011484638467514,0.0
0,83,321.4923369625469,186.60436978797804,9.02028802328264,13,9,0.643577695196525,0.0
0,84,40.80550097117701,591.1592391780624,5.749309981776698,5,7,0.24710323401014644,0.0
0,85,676.8877625131666,17.32668802929771,9.936683165073703,8,6,0.7896985071424791,0.0
0,86,512.1458816139129,226.49517467135894,1.6641690826185898,10,7,0.22845474133129873,1.0
0,87,645.7668711912843,174.9347268461278,5.984688559611887,11,10,0.6802282424312913,0.0
0,88,690.1057732838087,385.82258530552144,9.72372282057189,7,2,0.8682725054083805,0.0
0,89,936.9893195218702,137.79801211464357,5.707880597531339,9,1,0.3710387629846027,0.0
0,90,341.71634771135064,112.86052471136293,6.664587743217362,14,11,0.43861541918959046,0.0
0,91,925.0207707100974,877.3199920495182,7.261738200861554,9,8,0.5923503285933622,0.0
0,92,258.361485317817,659.6894498219438,5.090869582909959,11,5,0.733113022415281,0.0
0,93,816.7323309211489,555.4877734532449,6.648022720756571,15,8,0.23754332492387764,1.0
0,94,530.2406545948487,241.4529487727363,6.258828807307902,14,5,0.24723107440317704,0.0
0,95,93.77830542431055,897.1160995106723,9.110422094418901,10,9,0.5929508514349274,0.0
0,96,900.3232370181353,633.0707636707575,1.409017423073121,19,8,0.6567366645412922,0.0
0,97,338.9064217787155,349.4025738247874,3.528668706330073,9,6,0.07349674733001266,0.0
0,98,725.3246718681023,897.148042840316,9.553703356689029,8,9,0.43088752366180594,1.0
0,99,886.6334880710918,780.086696745213,9.012374055018247,12,10,0.16761921628831766,0.0
0,100,641.558966612137,84.38113811222821,5.100910775071417,12,13,0.8441704489691971,0.0
0,101,162.03104897203855,898.6665352426672,6.581193380213831,14,4,0.11191961939772788,0.0
0,102,606.2680487566427,8.887328598579,3.496430646830194,2,8,0.4521990282834353,0.0
0,103,101.70523579818823,663.4027474609193,2.6930904375138516,10,7,0.14834320096208886,0.0
0,104,5.565079172071632,161.28928979254715,5.173285644459839,11,4,0.4547398556338591,0.0
0,105,548.7468281769063,691.8858730544553,4.180170052234475,12,6,0.029973589872677953,0.0
0,106,651.7210603366299,224.5252793337763,6.252905006657849,7,8,0.9699120461072704,0.0
0,107,712.04117912592,237.3077588138444,1.6996117326848634,9,9,0.1771497894473859,0.0
0,108,325.7760720595206,747.1520521846799,9.769553268995498,10,4,0.8689049844787182,0.0
0,109,649.7723659599828,848.2958407166648,9.875896700316426,16,8,0.6765133857772465,0.0
0,110,657.1987188295301,568.540050383533,7.2834554261777065,9,5,0.10659303030799072,0.0
0,111,93.85865341864898,368.29760679522616,5.824867297097083,9,4,0.7823854840582735,0.0
0,112,265.2531090242509,244.17018512855472,3.78574854657695,14,5,0.3270331615632387,0.0
0,113,973.2895694220717,393.6102361450485,8.324155177362538,9,4,0.12020905537060844,0.0
0,114,892.1102865266881,630.4306173159034,7.162580552984913,8,9,0.3961726916092554,0.0
0,115,794.9076122849959,502.582184512571,2.463552454104022,9,5,0.3732517916293401,1.0
0,116,576.4021510327981,491.7325156197318,9.198344660444583,11,6,0.6194903460096145,0.0
0,117,195.18163709139202,722.2500872062644,8.402835186308522,14,7,0.47918187762973097,0.0
0,118,279.8665096294376,24.012806957779024,9.548199219627316,9,7,0.5801723692273323,1.0
0,119,645.5229112591574,177.273216321218,7.531475575495239,15,10,0.9270345447963066,1.0
0,120,939.8851082340714,954.4951455968566,6.520736763422109,8,5,0.48587175918632564,0.0
0,121,914.6326378217282,369.9537190966275,4.76418732661557,8,8,0.5391612766752545,0.0
0,122,15.102080438242389,928.5258699766541,9.39455635018612,12,8,0.4135491015253515,0.0
0,123,427.5190780947599,966.0939878514554,8.794575005503674,12,3,0.5251633836670602,0.0
0,124,963.6788013706997,852.8988331470728,1.4069680309557047,11,7,0.9629268752375798,0.0
0,125,294.4448202662057,385.1734496878416,1.2373027704752682,10,5,0.6331513755940223,0.0
0,126,851.5328384649471,317.0111831505754,4.388170301902447,7,10,0.6109809888509917,0.0
0,127,169.34514327379654,557.3650909987999,8.294979977036496,15,6,0.23687055897448206,0.0
0,128,936.7094003245851,695.5845663560582,9.8854851638345,13,8,0.6675498992914705,1.0
0,129,569.8707681749544,97.2348005978975,2.3537520199317536,9,11,0.16801420774486342,0.0
0,130,615.3079225897159,990.5143975167471,6.347176438169216,7,2,0.023638586046336396,0.0
0,131,140.20974570017054,518.4244952214171,4.428017709679194,10,8,0.39090599590551467,1.0
0,132,877.5569083189424,740.7623265597196,9.72922958033143,12,9,0.42819961492561476,0.0
0,133,697.3890983013666,702.8142686415202,8.579070308221379,11,6,0.0794193689889866,0.0
