Time,VehicleID,X,Y,Speed,BroadcastFrequency,NeighborDensity,CommunicationConsistency,Label
0,0,374.0990943934049,950.159284585049,9.91454627800606,7,3,0.9755413156827563,0.0
0,1,731.9552802457225,598.7125066455494,4.713559092202838,14,6,0.1844628714188561,0.0
0,2,155.8443625232684,155.82923529989137,4.348162772135049,9,5,0.7997820220742694,1.0
0,3,57.84300137321951,866.1253947443765,7.987716646677971,11,7,0.8365648132923329,0.0
0,4,601.1861505603312,707.9050441874699,4.06723186227716,12,7,0.5344558912572469,0.0
0,5,20.54902733043516,969.9042484808156,9.376815930432082,13,6,0.3343628113104822,0.0
0,6,831.7018334870571,212.78106153586782,8.725714766587107,8,8,0.5265784666592938,1.0
0,7,182.11735290166135,183.87012184627952,4.860946246375165,9,4,0.2538885640433043,0.0
0,8,303.7707417930986,524.7649774807771,7.757839610123476,11,5,0.5694435177635003,1.0
0,9,432.5487507215444,291.31752247668777,7.7908858667621415,17,7,0.406392308273522,0.0
0,10,611.7850212480668,139.3345694519921,1.9281148195233935,11,12,0.8481280954668835,0.0
0,11,291.45636904668777,367.0487013596572,9.1229761601161,11,5,0.9106240035403039,0.0
0,12,456.2084011419762,784.993862067309,5.547271352030714,13,3,0.03422811082052912,0.0
0,13,200.23180245384822,513.973181048773,8.438117194969674,13,9,0.8610680199747216,0.0
0,14,592.1968839868846,46.81870376625221,3.880446409275506,13,9,0.5657766199665605,0.0
0,15,608.4243092283242,170.4716959712366,9.059709056465804,7,10,0.5124576558819216,0.0
0,16,65.26924731008471,949.0646104757126,4.502815108607468,9,8,0.6450541677693294,1.0
0,17,965.6148464796247,808.3166298866095,1.0975388633226852,10,9,0.49809075351100573,1.0
0,18,303.8218353879929,97.49874761199361,9.148437787773373,10,12,0.10657873012867436,1.0
0,19,684.1018794995305,440.06639996353744,1.821580091075202,8,3,0.25073066056159776,1.0
0,20,122.14135450563074,495.1724736933627,3.873822738313734,11,8,0.4043815015490243,0.0
0,21,34.905992063053475,909.1714822563721,9.550557703457244,7,10,0.7709859255354785,1.0
0,22,257.9548666926787,663.1664736078832,9.555464322438006,9,5,0.7215328611219056,1.0
0,23,311.8471154171709,520.621651710706,6.160940993109575,6,5,0.2699112223921949,0.0
0,24,546.7635613696922,184.40246432464426,6.686534909528193,17,8,0.6233325509049907,1.0
0,25,969.5586795319133,774.9760863542023,5.036009697804878,8,8,0.704925549688953,1.0
0,26,939.5704721316282,894.7980074636384,3.638896945282581,4,8,0.0023393906257782593,0.0
0,27,598.2702078609573,921.482595834994,3.957980908329244,5,5,0.8074302518167612,0.0
0,28,89.14430774059521,196.39193617834374,7.052666104693346,12,6,0.0867052118621836,0.0
0,29,45.93941193175801,325.7319434135882,7.77137076493912,11,5,0.7241033292731386,0.0
0,30,388.90026936229765,272.1298932769938,8.124211393532637,15,7,0.6931752114569247,0.0
