Time,VehicleID,X,Y,Speed,BroadcastFrequency,NeighborDensity,CommunicationConsistency,Label
0,0,373.75134265749364,951.5446506962949,9.91454627800606,13,3,0.6513672109882461,0.0
0,1,732.2496492515313,598.5401129360939,4.713559092202838,4,6,0.1042469660518095,0.0
0,2,156.31469782922386,156.35166642385968,4.348162772135049,6,5,0.16552051036728976,0.0
0,3,57.58249618168343,866.7153019336183,7.987716646677971,8,7,0.22739562087711263,1.0
0,4,601.202778046449,707.9743994542212,4.06723186227716,12,7,0.7877898887144924,0.0
0,5,20.779009838013643,969.186463256849,9.376815930432082,9,6,0.9229602317984849,0.0
0,6,832.3827826105868,212.30566846562402,8.725714766587107,15,8,0.03284667024343835,0.0
0,7,182.22623779755577,183.15973830783057,4.860946246375165,11,5,0.033879160246594986,0.0
0,8,303.9497307794263,525.191639774332,7.757839610123476,8,5,0.21268078434122628,0.0
0,9,431.9686619276778,291.9701178211248,7.7908858667621415,10,7,0.860632017890734,0.0
0,10,611.8664184113379,139.3721822892964,1.9281148195233935,8,12,0.3973181154575979,0.0
0,11,292.01106792096436,366.9088241418147,9.1229761601161,8,6,0.6249759870510523,0.0
0,12,455.9343267472636,785.5493646623893,5.547271352030714,11,3,0.7140591997898282,0.0
0,13,199.72044111578705,514.2925869833089,8.438117194969674,10,9,0.7653562810662407,0.0
0,14,592.1064470434535,46.32186347317918,3.880446409275506,8,9,0.5265784666592938,0.0
0,15,608.089792987131,171.39191958022676,9.059709056465804,9,10,0.2538885640433043,0.0
0,16,64.77792368007788,948.8904974455843,4.502815108607468,11,8,0.5694435177635003,0.0
0,17,965.7170836620714,808.4097989451989,1.0975388633226852,17,9,0.406392308273522,0.0
0,18,304.2917259781719,96.91631584590144,9.148437787773373,11,12,0.8481280954668835,0.0
0,19,684.0955980906201,440.28963834640484,1.821580091075202,11,3,0.9106240035403039,0.0
0,20,122.13489545450449,495.04974479632887,3.873822738313734,13,8,0.03422811082052912,0.0
0,21,35.020108104190314,909.0247018081301,9.550557703457244,13,10,0.8610680199747216,1.0
0,22,258.24394016593527,663.4291882463656,9.555464322438006,13,5,0.5657766199665605,0.0
0,23,312.309139963552,520.0323683700876,6.160940993109575,7,5,0.5124576558819216,0.0
0,24,547.0334889812322,185.12037347328211,6.686534909528193,9,8,0.6450541677693294,1.0
0,25,969.5057678155807,774.7624512477373,5.036009697804878,10,8,0.49809075351100573,1.0
0,26,939.1839407411711,894.7583919390418,3.638896945282581,10,8,0.10657873012867436,0.0
0,27,597.6150188608183,921.6871680236167,3.957980908329244,8,5,0.25073066056159776,1.0
